old_slug,new_slug,old_url,new_url,title
en-bei-zhao-xian-xin-xing-icbmshi-yan-cheng-gong-dui-li-noluo-xuan-gari-ben-nomisairufang-wei-gou-zao-wogen-ben-karabian-eru,north-koreas-new-icbm-test-successful-spiral-of,/en/en-bei-zhao-xian-xin-xing-icbmshi-yan-cheng-gong-dui-li-noluo-xuan-gari-ben-nomisairufang-wei-gou-zao-wogen-ben-karabian-eru/,/en/north-koreas-new-icbm-test-successful-spiral-of/,North Korea's New ICBM Test Successful — Spiral of
en-nan-sinahai-mi-zhong-jun-shi-yan-xi-noji-hua-dui-li-noluo-xuan-gari-ben-nosirenwoxie-kasugou-zao-zhuan-huan,escalation-of-us-china-military-exercises,/en/en-nan-sinahai-mi-zhong-jun-shi-yan-xi-noji-hua-dui-li-noluo-xuan-gari-ben-nosirenwoxie-kasugou-zao-zhuan-huan/,/en/escalation-of-us-china-military-exercises/,Escalation of U.S.-China Military Exercises
en-odashi-shi-ti-zhi-gai-ge-jing-ji-an-bao-shi-dai-noyuan-zhu-wai-jiao-gawen-uri-ben-no-zhan-lue-de-zi-lu,reform-of-the-oda-implementation-system-aid-diplomacy-in,/en/en-odashi-shi-ti-zhi-gai-ge-jing-ji-an-bao-shi-dai-noyuan-zhu-wai-jiao-gawen-uri-ben-no-zhan-lue-de-zi-lu/,/en/reform-of-the-oda-implementation-system-aid-diplomacy-in/,Reform of the ODA Implementation System — Aid Diplomacy in
en-horumuzuhai-xia-wei-ji-totoranpuno-fu-dan-zhuan-jia-zhan-lue-tong-meng-nogui-lie-gasheng-muenerugizhi-xu-nozai-bian,the-strait-of-hormuz-crisis-and-trumps-bur,/en/en-horumuzuhai-xia-wei-ji-totoranpuno-fu-dan-zhuan-jia-zhan-lue-tong-meng-nogui-lie-gasheng-muenerugizhi-xu-nozai-bian/,/en/the-strait-of-hormuz-crisis-and-trumps-bur/,"The Strait of Hormuz Crisis and Trump's ""Bur"
en-mi-zhong-parimao-yi-xie-yi-guan-shui-toreaasugaying-suba-quan-jiao-she-nogou-zao-zhuan-huan,us-china-paris-trade-talks-tariffs-and-rare,/en/en-mi-zhong-parimao-yi-xie-yi-guan-shui-toreaasugaying-suba-quan-jiao-she-nogou-zao-zhuan-huan/,/en/us-china-paris-trade-talks-tariffs-and-rare/,US-China Paris Trade Talks — Tariffs and Rare
en-ri-mi-shou-noy-hui-tan-toiranwen-ti-tong-meng-no-zhong-cheng-shi-yan-gari-ben-wai-jiao-nozi-lu-xing-woshi-su,japan-us-summit-and-the-iran-issue,/en/en-ri-mi-shou-noy-hui-tan-toiranwen-ti-tong-meng-no-zhong-cheng-shi-yan-gari-ben-wai-jiao-nozi-lu-xing-woshi-su/,/en/japan-us-summit-and-the-iran-issue/,Japan-U.S. Summit and the Iran Issue
en-mi-rodian-hua-hui-tan-toiranqing-shi-da-guo-jian-xie-diao-noli-niqian-muzhong-dong-zhi-xu-zai-bian-nogou-zao-li-xue,us-russia-phone-summit-and-the-iran-situation,/en/en-mi-rodian-hua-hui-tan-toiranqing-shi-da-guo-jian-xie-diao-noli-niqian-muzhong-dong-zhi-xu-zai-bian-nogou-zao-li-xue/,/en/us-russia-phone-summit-and-the-iran-situation/,US-Russia Phone Summit and the Iran Situation
en-tai-wan-hai-xia-wei-ji-2026-dui-li-noluo-xuan-gamiao-kuda-guo-jian-pawagemunogou-zao-zhuan-huan,taiwan-strait-crisis-2026-the-structural,/en/en-tai-wan-hai-xia-wei-ji-2026-dui-li-noluo-xuan-gamiao-kuda-guo-jian-pawagemunogou-zao-zhuan-huan/,/en/taiwan-strait-crisis-2026-the-structural/,Taiwan Strait Crisis 2026 — The Structural
en-horumuzuhai-xia-wei-ji-totoranpuno-fu-dan-gong-you-ya-li-tong-meng-gui-lie-gazi-yuan-wei-ji-wozeng-fu-surugou-zao,strait-of-hormuz-crisis-and-trumps-3,/en/en-horumuzuhai-xia-wei-ji-totoranpuno-fu-dan-gong-you-ya-li-tong-meng-gui-lie-gazi-yuan-wei-ji-wozeng-fu-surugou-zao/,/en/strait-of-hormuz-crisis-and-trumps-3/,"Strait of Hormuz Crisis and Trump's """
en-mi-zhong-parimao-yi-xie-yi-guan-shui-toreaasugaying-suba-quan-yi-xing-nogou-zao-de-duan-ceng,us-china-paris-trade-talks-tariffs-and-rare-earth-2,/en/en-mi-zhong-parimao-yi-xie-yi-guan-shui-toreaasugaying-suba-quan-yi-xing-nogou-zao-de-duan-ceng/,/en/us-china-paris-trade-talks-tariffs-and-rare-earth-2/,US-China Paris Trade Talks — Tariffs and Rare Earth
en-ri-mi-shou-noy-hui-tan-toiranwen-ti-tong-meng-no-dui-jia-gawen-warerugou-zao-zhuan-huan-dian,japan-us-summit-and-the-iran-issue-a,/en/en-ri-mi-shou-noy-hui-tan-toiranwen-ti-tong-meng-no-dui-jia-gawen-warerugou-zao-zhuan-huan-dian/,/en/japan-us-summit-and-the-iran-issue-a/,Japan-US Summit and the Iran Issue — A
en-toranpufang-zhong-hou-notai-wan-wu-qi-mai-que-mi-zhong-qu-yin-wai-jiao-gabao-kutong-meng-nocui-ruo-xing,taiwan-arms-sales-after-trumps-china-visit,/en/en-toranpufang-zhong-hou-notai-wan-wu-qi-mai-que-mi-zhong-qu-yin-wai-jiao-gabao-kutong-meng-nocui-ruo-xing/,/en/taiwan-arms-sales-after-trumps-china-visit/,Taiwan Arms Sales After Trump's China Visit —
en-mi-ying-tong-meng-nogui-lie-toranpunoiranzuo-zhan-ganatojie-shu-woshi-sugou-zao-de-zhuan-huan-dian,rift-in-the-us-uk-alliance-trump,/en/en-mi-ying-tong-meng-nogui-lie-toranpunoiranzuo-zhan-ganatojie-shu-woshi-sugou-zao-de-zhuan-huan-dian/,/en/rift-in-the-us-uk-alliance-trump/,Rift in the US-UK Alliance — Trump
en-fed-fomc-march-2026-rate-decision,will-the-fed-cut-rates-at-the-march-202,/en/en-fed-fomc-march-2026-rate-decision/,/en/will-the-fed-cut-rates-at-the-march-202/,Will the Fed Cut Rates at the March 202
en-btc-90k-march-31-2026,will-btc-recover-90000-by-the,/en/en-btc-90k-march-31-2026/,/en/will-btc-recover-90000-by-the/,"Will BTC Recover $90,000 by the"
en-btc-70k-march-31-2026,will-bitcoin-exceed-70000-by,/en/en-btc-70k-march-31-2026/,/en/will-bitcoin-exceed-70000-by/,"Will Bitcoin Exceed $70,000 by"
en-khamenei-assassination-iran-supreme-leader-succession-2026,after-khameneis-assassination-will-iran-officially-decide,/en/en-khamenei-assassination-iran-supreme-leader-succession-2026/,/en/after-khameneis-assassination-will-iran-officially-decide/,After Khamenei's Assassination — Will Iran Officially Decide
en-zhong-dong-wei-ji-toenerugijia-ge-gao-teng-shi-jie-jing-ji-woshi-mu-dui-li-noluo-xuan-to-chuan-ran-nolian-suo,middle-east-crisis-and-soaring-energy-prices-the-spiral,/en/en-zhong-dong-wei-ji-toenerugijia-ge-gao-teng-shi-jie-jing-ji-woshi-mu-dui-li-noluo-xuan-to-chuan-ran-nolian-suo/,/en/middle-east-crisis-and-soaring-energy-prices-the-spiral/,"Middle East Crisis and Soaring Energy Prices — The ""Spiral"
en-toranpuno-he-kayuan-you-ka-er-ze-xuan-yan-enerugiba-quan-tozhong-dong-zhi-xu-nogou-zao-de-chong-tu,trumps-nuclear-or-oil-ultimatum,/en/en-toranpuno-he-kayuan-you-ka-er-ze-xuan-yan-enerugiba-quan-tozhong-dong-zhi-xu-nogou-zao-de-chong-tu/,/en/trumps-nuclear-or-oil-ultimatum/,"Trump's ""Nuclear or Oil"" Ultimatum"
en-mi-iranjun-shi-chong-tu-nochang-qi-hua-tozheng-quan-nei-che-tui-lun-quan-li-noguo-shen-zhan-gazhao-kuzhong-dong-zhi-xu-nogou-zao-zhuan-huan,prolongation-of-the-us-iran-military-conflict,/en/en-mi-iranjun-shi-chong-tu-nochang-qi-hua-tozheng-quan-nei-che-tui-lun-quan-li-noguo-shen-zhan-gazhao-kuzhong-dong-zhi-xu-nogou-zao-zhuan-huan/,/en/prolongation-of-the-us-iran-military-conflict/,Prolongation of the US-Iran Military Conflict
en-mi-iranzhan-zheng-nochu-kou-zhan-lue-yao-qiu-quan-li-noguo-shen-zhan-galu-cheng-suruzheng-quan-nei-gui-lie,us-iran-war-exit-strategy-demanded-regime-cracks,/en/en-mi-iranzhan-zheng-nochu-kou-zhan-lue-yao-qiu-quan-li-noguo-shen-zhan-galu-cheng-suruzheng-quan-nei-gui-lie/,/en/us-iran-war-exit-strategy-demanded-regime-cracks/,US-Iran War Exit Strategy Demanded — Regime Cracks
en-mi-iranzhan-zheng-nochu-kou-nakimi-lu-toranpuzheng-quan-nei-bu-nizou-ru-quan-li-noguo-shen-zhan-nogui-lie,the-exitless-maze-of-the-us-iran,/en/en-mi-iranzhan-zheng-nochu-kou-nakimi-lu-toranpuzheng-quan-nei-bu-nizou-ru-quan-li-noguo-shen-zhan-nogui-lie/,/en/the-exitless-maze-of-the-us-iran/,The Exitless Maze of the US-Iran
en-horumuzuhai-xia-feng-suo-nochang-qi-hua-quan-li-noguo-shen-zhan-gazhao-kuenerugizhi-xu-nobeng-huai,protraction-of-the-strait-of-hormuz-blockade,/en/en-horumuzuhai-xia-feng-suo-nochang-qi-hua-quan-li-noguo-shen-zhan-gazhao-kuenerugizhi-xu-nobeng-huai/,/en/protraction-of-the-strait-of-hormuz-blockade/,Protraction of the Strait of Hormuz Blockade —
en-gao-shi-shou-xiang-no-cheng-chang-zhan-lue-ximfwai-jiao-ri-ben-jing-ji-zheng-ce-nogou-zao-zhuan-huan-toguo-ji-jiao-she-nojiao-chai-dian,prime-minister-takaichis-growth-strategy-x-imf,/en/en-gao-shi-shou-xiang-no-cheng-chang-zhan-lue-ximfwai-jiao-ri-ben-jing-ji-zheng-ce-nogou-zao-zhuan-huan-toguo-ji-jiao-she-nojiao-chai-dian/,/en/prime-minister-takaichis-growth-strategy-x-imf/,"Prime Minister Takaichi's ""Growth Strategy x IMF"
en-gao-shi-shou-xiang-no-cheng-chang-zhan-lue-ri-yao-hui-he-jing-ji-an-bao-tocai-zheng-noer-lu-bei-fan-galu-cheng-surugou-zao,prime-minister-takaichis-growth-strategy-sunday,/en/en-gao-shi-shou-xiang-no-cheng-chang-zhan-lue-ri-yao-hui-he-jing-ji-an-bao-tocai-zheng-noer-lu-bei-fan-galu-cheng-surugou-zao/,/en/prime-minister-takaichis-growth-strategy-sunday/,"Prime Minister Takaichi's ""Growth Strategy"" Sunday"
en-gao-shi-shou-xiang-no-ji-shu-zhu-quan-wai-jiao-paranteiauaedu-gajiao-chai-suruyi-ri-nogou-zao,prime-minister-takaichis-technological-sovereignty,/en/en-gao-shi-shou-xiang-no-ji-shu-zhu-quan-wai-jiao-paranteiauaedu-gajiao-chai-suruyi-ri-nogou-zao/,/en/prime-minister-takaichis-technological-sovereignty/,"Prime Minister Takaichi's ""Technological Sovereignty"
en-gao-shi-shou-xiang-no-ji-shu-zi-yuan-wai-jiao-ji-zhong-ri-ri-ben-gaaienerugidi-zheng-xue-nojie-jie-dian-womu-zhi-sugou-zao-zhuan-huan,prime-minister-takaichis-technology-and-resources-diplomacy,/en/en-gao-shi-shou-xiang-no-ji-shu-zi-yuan-wai-jiao-ji-zhong-ri-ri-ben-gaaienerugidi-zheng-xue-nojie-jie-dian-womu-zhi-sugou-zao-zhuan-huan/,/en/prime-minister-takaichis-technology-and-resources-diplomacy/,"Prime Minister Takaichi's ""Technology and Resources Diplomacy"
en-ri-ben-defigui-zhi-fa-an-guan-li-nakijin-rong-nipo-rujing-lu-yi-cun-nomin,japans-defi-regulatory-bill-the-path-dependent-trap,/en/en-ri-ben-defigui-zhi-fa-an-guan-li-nakijin-rong-nipo-rujing-lu-yi-cun-nomin/,/en/japans-defi-regulatory-bill-the-path-dependent-trap/,Japan's DeFi Regulatory Bill — The Path-Dependent Trap
en-rosia-iranjun-shi-lian-xi-noshen-hua-zerensukigabao-ku-er-zheng-mian-ya-li-gou-zao,deepening-russia-iran-military-cooperation-zelensky-ex,/en/en-rosia-iranjun-shi-lian-xi-noshen-hua-zerensukigabao-ku-er-zheng-mian-ya-li-gou-zao/,/en/deepening-russia-iran-military-cooperation-zelensky-ex/,Deepening Russia-Iran Military Cooperation — Zelensky Ex
en-bei-zhao-xian-misairuzai-kai-tori-ben-nofang-wei-zhuan-huan-dui-li-noluo-xuan-gaqiang-zhi-suruan-quan-bao-zhang-paradaimusihuto,north-koreas-missile-resumption-and-japan-2,/en/en-bei-zhao-xian-misairuzai-kai-tori-ben-nofang-wei-zhuan-huan-dui-li-noluo-xuan-gaqiang-zhi-suruan-quan-bao-zhang-paradaimusihuto/,/en/north-koreas-missile-resumption-and-japan-2/,North Korea's Missile Resumption and Japan
en-tai-wan-hai-xia-nojun-shi-yan-xi-ji-hua-dui-li-noluo-xuan-gazhi-yu-bu-neng-nijin-dukugou-zao-de-li-you,taiwan-strait-military-drills-intensify-structural-reasons-why-the,/en/en-tai-wan-hai-xia-nojun-shi-yan-xi-ji-hua-dui-li-noluo-xuan-gazhi-yu-bu-neng-nijin-dukugou-zao-de-li-you/,/en/taiwan-strait-military-drills-intensify-structural-reasons-why-the/,Taiwan Strait Military Drills Intensify — Structural Reasons Why the
en-tai-wan-hai-xia-nojun-shi-ya-li-dui-li-noluo-xuan-gasheng-mu-gurezonchang-tai-hua-nogou-zao,military-pressure-in-the-taiwan-strait-the-structure-of-gray,/en/en-tai-wan-hai-xia-nojun-shi-ya-li-dui-li-noluo-xuan-gasheng-mu-gurezonchang-tai-hua-nogou-zao/,/en/military-pressure-in-the-taiwan-strait-the-structure-of-gray/,"Military Pressure in the Taiwan Strait — The Structure of ""Gray"
en-isariamu500mo-yuan-tu-po-nosi-jiao-shou-shu-liao-wu-liao-gazhao-kuge-ren-tou-zi-jia-baburunogou-zao,the-blind-spot-of-ethereum-surpassing-5-million,/en/en-isariamu500mo-yuan-tu-po-nosi-jiao-shou-shu-liao-wu-liao-gazhao-kuge-ren-tou-zi-jia-baburunogou-zao/,/en/the-blind-spot-of-ethereum-surpassing-5-million/,The Blind Spot of Ethereum Surpassing 5 Million
en-bitutokoin1500mo-yuan-tu-po-yu-ce-ji-guan-tou-zi-jia-nocan-ru-gabian-eruan-hao-zi-chan-nogou-zao,bitcoin-predicted-to-surpass-15-million-2,/en/en-bitutokoin1500mo-yuan-tu-po-yu-ce-ji-guan-tou-zi-jia-nocan-ru-gabian-eruan-hao-zi-chan-nogou-zao/,/en/bitcoin-predicted-to-surpass-15-million-2/,Bitcoin Predicted to Surpass ¥15 Million —
en-bei-zhao-xian-xin-xing-misairuri-ben-shang-kong-tong-guo-dui-li-noluo-xuan-gasheng-mudong-aziajun-kuo-nolin-jie-dian,north-korean-new-missile-overflies-japan-east-asia-arms-race,/en/en-bei-zhao-xian-xin-xing-misairuri-ben-shang-kong-tong-guo-dui-li-noluo-xuan-gasheng-mudong-aziajun-kuo-nolin-jie-dian/,/en/north-korean-new-missile-overflies-japan-east-asia-arms-race/,North Korean New Missile Overflies Japan — East Asia Arms Race
en-en-nan-sinahai-demi-zhong-yan-xi-gatong-shi-zhan-kai-dui-li-noluo-xuan-gaou-fa-chong-tu-woyin-kiji-serugou-zao,us-and-chinese-exercises-simultaneously-unfold-in-south-china-sea,/en/en-en-nan-sinahai-demi-zhong-yan-xi-gatong-shi-zhan-kai-dui-li-noluo-xuan-gaou-fa-chong-tu-woyin-kiji-serugou-zao/,/en/us-and-chinese-exercises-simultaneously-unfold-in-south-china-sea/,US and Chinese Exercises Simultaneously Unfold in South China Sea —
en-ri-ben-no-zi-zhu-fang-wei-fa-an-zhan-hou-80nian-noan-quan-bao-zhang-tabugabeng-rerugou-zao-li-xue,japans-independent-defense-bill,/en/en-ri-ben-no-zi-zhu-fang-wei-fa-an-zhan-hou-80nian-noan-quan-bao-zhang-tabugabeng-rerugou-zao-li-xue/,/en/japans-independent-defense-bill/,"Japan's ""Independent Defense"" Bill —"
en-nan-sinahai-mi-zhong-tong-shi-jun-shi-yan-xi-dui-li-noluo-xuan-gaou-fa-chong-tu-noyu-zhi-woxia-gerugou-zao,south-china-sea-us-china-simultaneous-military,/en/en-nan-sinahai-mi-zhong-tong-shi-jun-shi-yan-xi-dui-li-noluo-xuan-gaou-fa-chong-tu-noyu-zhi-woxia-gerugou-zao/,/en/south-china-sea-us-china-simultaneous-military/,South China Sea: US-China Simultaneous Military
en-rosianohe-wei-xia-tori-ben-noan-bao-zhuan-huan-dui-li-noluo-xuan-gaji-dong-nohe-zhi-xu-woshu-kihuan-eru,russias-nuclear-threat-and-japans-security-shift,/en/en-rosianohe-wei-xia-tori-ben-noan-bao-zhuan-huan-dui-li-noluo-xuan-gaji-dong-nohe-zhi-xu-woshu-kihuan-eru/,/en/russias-nuclear-threat-and-japans-security-shift/,Russia's Nuclear Threat and Japan's Security Shift —
en-nan-sinahai-hui-se-nochong-tu-mi-zhong-gahu-initui-kenaidui-li-noluo-xuan-gou-zao,south-china-seas-gray-conflict,/en/en-nan-sinahai-hui-se-nochong-tu-mi-zhong-gahu-initui-kenaidui-li-noluo-xuan-gou-zao/,/en/south-china-seas-gray-conflict/,"South China Sea's ""Gray Conflict"" —"
guan-ce-rogu-0025-5-signals-from-munich-2026-u-s-europe-alliance-fractures-are-now-structural,munich-security-conference-2026-five-signals-that-the-western-alliance-fracture,/en/guan-ce-rogu-0025-5-signals-from-munich-2026-u-s-europe-alliance-fractures-are-now-structural/,/en/munich-security-conference-2026-five-signals-that-the-western-alliance-fracture/,Munich Security Conference 2026 — Five Signals That the Western Alliance Fractur
guan-ce-rogu-0024-largest-sewage-spill-in-u-s-history-and-the-federal-government-owns-the-fac,largest-sewage-spill-in-us-history-the-federal-government-owns-the-facility-its,/en/guan-ce-rogu-0024-largest-sewage-spill-in-u-s-history-and-the-federal-government-owns-the-fac/,/en/largest-sewage-spill-in-us-history-the-federal-government-owns-the-facility-its/,Largest Sewage Spill in U.S. History — The Federal Government Owns the Facility 
guan-ce-rogu-0023-russia-fires-400-drones-29-missiles-at-ukraine-hours-before-geneva-talks-t,russia-launched-400-drones-hours-before-geneva-peace-talks-violence-as-a,/en/guan-ce-rogu-0023-russia-fires-400-drones-29-missiles-at-ukraine-hours-before-geneva-talks-t/,/en/russia-launched-400-drones-hours-before-geneva-peace-talks-violence-as-a/,Russia Launched 400 Drones Hours Before Geneva Peace Talks — Violence as a Negot
guan-ce-rogu-0022-sen-kelly-trump-practically-destroyed-nato-in-under-a-year-russia-and-chi,trump-practically-destroyed-nato-in-under-a-year-a-us-senator-said-it-out-loud,/en/guan-ce-rogu-0022-sen-kelly-trump-practically-destroyed-nato-in-under-a-year-russia-and-chi/,/en/trump-practically-destroyed-nato-in-under-a-year-a-us-senator-said-it-out-loud/,"""Trump Practically Destroyed NATO in Under a Year"" — A U.S. Senator Said It Out "
guan-ce-rogu-0021-new-start-expired-no-replacement-trumps-foreign-policy-runs-on-intuition-n,new-start-expired-with-no-replacement-for-the-first-time-since-1972-no-nuclear,/en/guan-ce-rogu-0021-new-start-expired-no-replacement-trumps-foreign-policy-runs-on-intuition-n/,/en/new-start-expired-with-no-replacement-for-the-first-time-since-1972-no-nuclear/,"New START Expired With No Replacement — For the First Time Since 1972, No Nuclea"
guan-ce-rogu-0019-paradigm-bitcoin-miners-are-flexible-grid-demand-not-energy-hogs-lumping-t,bitcoin-miners-are-flexible-grid-assets-not-energy-hogs-paradigms-argument-that,/en/guan-ce-rogu-0019-paradigm-bitcoin-miners-are-flexible-grid-demand-not-energy-hogs-lumping-t/,/en/bitcoin-miners-are-flexible-grid-assets-not-energy-hogs-paradigms-argument-that/,"Bitcoin Miners Are Flexible Grid Assets, Not Energy Hogs — Paradigm's Argument T"
guan-ce-rogu-0018-bundesbank-chief-nagel-publicly-backs-euro-stablecoins-as-a-hedge-against-u-s,bundesbank-president-backs-euro-stablecoins-europe-declares-digital-monetary,/en/guan-ce-rogu-0018-bundesbank-chief-nagel-publicly-backs-euro-stablecoins-as-a-hedge-against-u-s/,/en/bundesbank-president-backs-euro-stablecoins-europe-declares-digital-monetary/,Bundesbank President Backs Euro Stablecoins — Europe Declares Digital Monetary S
guan-ce-rogu-0017-russias-daily-crypto-volume-650m-confirmed-by-its-own-ministry-of-finance,russias-650m-daily-crypto-volume-confirmed-by-its-own-ministry-of-finance,/en/guan-ce-rogu-0017-russias-daily-crypto-volume-650m-confirmed-by-its-own-ministry-of-finance/,/en/russias-650m-daily-crypto-volume-confirmed-by-its-own-ministry-of-finance/,Russia's $650M Daily Crypto Volume Confirmed by Its Own Ministry of Finance — Sa
guan-ce-rogu-0016-colby-says-nato-is-stronger-than-ever-but-his-real-message-is-europe-must,colby-says-nato-is-stronger-than-ever-his-real-message-europe-must-defend,/en/guan-ce-rogu-0016-colby-says-nato-is-stronger-than-ever-but-his-real-message-is-europe-must/,/en/colby-says-nato-is-stronger-than-ever-his-real-message-europe-must-defend/,"Colby Says NATO Is ""Stronger Than Ever"" — His Real Message: Europe Must Defend I"
